Serial number of record	ID	Instrument	Prize	Px_fill	Side	Status
2427	0xba6	EURJPY 	126.39	127.120	 Sell	 PartialFill
2428	0xba6	EURJPY 	126.39	127.120	 Sell	Done
2429	0x5c3	USDPLN 	3.7	3.695	 Sell	New
2430	0x5c3	USDPLN 	3.7	3.695	 Sell	In_process
2431	0x5c3	USDPLN 	3.7	3.695	 Sell	Fill
2432	0x5c3	USDPLN 	3.7	3.695	 Sell	Done
2433	0x167e	USDCHF 	0.9	0.900	Buy	New
2434	0x167e	USDCHF 	0.9	0.900	Buy	In_process
2435	0x167e	USDCHF 	0.9	0.900	Buy	 Cansel
2436	0x167e	USDCHF 	0.9	0.900	Buy	Done
2437	0x1023	USDCAD 	0.78	0.780	Buy	New
2438	0x1023	USDCAD 	0.78	0.780	Buy	In_process
2439	0x1023	USDCAD 	0.78	0.780	Buy	Fill
2440	0x1023	USDCAD 	0.78	0.780	Buy	Done
2441	0x6e9	USDJPY 	105.02	104.540	Buy	New
2442	0x6e9	USDJPY 	105.02	104.540	Buy	In_process
2443	0x6e9	USDJPY 	105.02	104.540	Buy	Fill
2444	0x6e9	USDJPY 	105.02	104.540	Buy	Done
2445	0x1d8	USDCAD 	0.78	0.875	Buy	New
2446	0x1d8	USDCAD 	0.78	0.875	Buy	In_process
2447	0x1d8	USDCAD 	0.78	0.875	Buy	Fill
2448	0x1d8	USDCAD 	0.78	0.875	Buy	Done
2449	0xa9b	USDCHF 	0.9	0.858	Buy	New
2450	0xa9b	USDCHF 	0.9	0.858	Buy	In_process
2451	0xa9b	USDCHF 	0.9	0.858	Buy	 Cansel
2452	0xa9b	USDCHF 	0.9	0.858	Buy	Done
2453	0xddc	GBPUSD 	1.37	1.338	Buy	New
2454	0xddc	GBPUSD 	1.37	1.338	Buy	In_process
2455	0xddc	GBPUSD 	1.37	1.338	Buy	 PartialFill
2456	0xddc	GBPUSD 	1.37	1.338	Buy	Done
2457	0x2d1	EURPLN 	4.5	4.483	 Sell	New
2458	0x2d1	EURPLN 	4.5	4.483	 Sell	In_process
2459	0x2d1	EURPLN 	4.5	4.483	 Sell	 PartialFill
2460	0x2d1	EURPLN 	4.5	4.483	 Sell	Done
2461	0x12c9	EURUSD 	1.2	1.178	 Sell	New
2462	0x12c9	EURUSD 	1.2	1.178	 Sell	In_process
2463	0x12c9	EURUSD 	1.2	1.178	 Sell	 Cansel
2464	0x12c9	EURUSD 	1.2	1.178	 Sell	Done
2465	0x2e1	EURUSD 	1.2	1.175	 Sell	New
2466	0x2e1	EURUSD 	1.2	1.175	 Sell	In_process
2467	0x2e1	EURUSD 	1.2	1.175	 Sell	 Cansel
2468	0x2e1	EURUSD 	1.2	1.175	 Sell	Done
2469	0x1ae	GBRJPY 	143.61	144.400	Buy	New
2470	0x1ae	GBRJPY 	143.61	144.400	Buy	In_process
2471	0x1ae	GBRJPY 	143.61	144.400	Buy	 PartialFill
2472	0x1ae	GBRJPY 	143.61	144.400	Buy	Done
2473	0x10f2	USDCAD 	0.78	0.873	Buy	New
2474	0x10f2	USDCAD 	0.78	0.873	Buy	In_process
2475	0x10f2	USDCAD 	0.78	0.873	Buy	 PartialFill
2476	0x10f2	USDCAD 	0.78	0.873	Buy	Done
2477	0x156e	USDCHF 	0.9	0.855	Buy	New
2478	0x156e	USDCHF 	0.9	0.855	Buy	In_process
2479	0x156e	USDCHF 	0.9	0.855	Buy	 PartialFill
2480	0x156e	USDCHF 	0.9	0.855	Buy	Done
2481	0x162a	USDJPY 	105.02	104.560	Buy	New
2482	0x162a	USDJPY 	105.02	104.560	Buy	In_process
2483	0x162a	USDJPY 	105.02	104.560	Buy	 PartialFill
2484	0x162a	USDJPY 	105.02	104.560	Buy	Done
2485	0x516	EURJPY 	126.39	127.050	 Sell	New
2486	0x516	EURJPY 	126.39	127.050	 Sell	In_process
2487	0x516	EURJPY 	126.39	127.050	 Sell	 PartialFill
2488	0x516	EURJPY 	126.39	127.050	 Sell	Done
2489	0x160d	EURUSD 	1.2	1.200	 Sell	New
2490	0x160d	EURUSD 	1.2	1.200	 Sell	In_process
2491	0x160d	EURUSD 	1.2	1.200	 Sell	Fill
2492	0x160d	EURUSD 	1.2	1.200	 Sell	Done
2493	0x10cf	USDJPY 	105.02	104.530	Buy	New
2494	0x10cf	USDJPY 	105.02	104.530	Buy	In_process
2495	0x10cf	USDJPY 	105.02	104.530	Buy	 Cansel
2496	0x10cf	USDJPY 	105.02	104.530	Buy	Done
2497	0x6f0	EURPLN 	4.5	4.484	 Sell	New
2498	0x6f0	EURPLN 	4.5	4.484	 Sell	In_process
2499	0x6f0	EURPLN 	4.5	4.484	 Sell	 Cansel
2500	0x6f0	EURPLN 	4.5	4.484	 Sell	Done
2501	0x4be	USDPLN 	3.7	3.696	 Sell	New
2502	0x4be	USDPLN 	3.7	3.696	 Sell	In_process
2503	0x4be	USDPLN 	3.7	3.696	 Sell	 PartialFill
2504	0x4be	USDPLN 	3.7	3.696	 Sell	Done
2505	0x958	EURUSD 	1.2	1.177	 Sell	New
2506	0x958	EURUSD 	1.2	1.177	 Sell	In_process
2507	0x958	EURUSD 	1.2	1.177	 Sell	 PartialFill
2508	0x958	EURUSD 	1.2	1.177	 Sell	Done
2509	0x1680	GBPUSD 	1.37	1.337	Buy	New
2510	0x1680	GBPUSD 	1.37	1.337	Buy	In_process
2511	0x1680	GBPUSD 	1.37	1.337	Buy	Fill
2512	0x1680	GBPUSD 	1.37	1.337	Buy	Done
2513	0x10f7	GBPUSD 	1.37	1.370	Buy	New
2514	0x10f7	GBPUSD 	1.37	1.370	Buy	In_process
2515	0x10f7	GBPUSD 	1.37	1.370	Buy	 PartialFill
2516	0x10f7	GBPUSD 	1.37	1.370	Buy	Done
2517	0x1780	USDCAD 	0.78	0.875	Buy	New
2518	0x1780	USDCAD 	0.78	0.875	Buy	In_process
2519	0x1780	USDCAD 	0.78	0.875	Buy	 PartialFill
2520	0x1780	USDCAD 	0.78	0.875	Buy	Done
2521	0x450	EURCHF 	1.08	1.141	 Sell	New
2522	0x450	EURCHF 	1.08	1.141	 Sell	In_process
2523	0x450	EURCHF 	1.08	1.141	 Sell	 Cansel
2524	0x450	EURCHF 	1.08	1.141	 Sell	Done
2525	0xb42	GBRJPY 	143.61	144.370	Buy	New
2526	0xb42	GBRJPY 	143.61	144.370	Buy	In_process
2527	0xb42	GBRJPY 	143.61	144.370	Buy	 PartialFill
2528	0xb42	GBRJPY 	143.61	144.370	Buy	Done
2529	0xbd1	AUDUSD 	0.76	0.845	Buy	New
2530	0xbd1	AUDUSD 	0.76	0.845	Buy	In_process
2531	0xbd1	AUDUSD 	0.76	0.845	Buy	Fill
2532	0xbd1	AUDUSD 	0.76	0.845	Buy	Done
2533	0x1791	EURCHF 	1.08	1.137	 Sell	New
2534	0x1791	EURCHF 	1.08	1.137	 Sell	In_process
2535	0x1791	EURCHF 	1.08	1.137	 Sell	Fill
2536	0x1791	EURCHF 	1.08	1.137	 Sell	Done
2537	0xb5a	EURPLN 	4.5	4.484	 Sell	New
2538	0xb5a	EURPLN 	4.5	4.484	 Sell	In_process
2539	0xb5a	EURPLN 	4.5	4.484	 Sell	 Cansel
2540	0xb5a	EURPLN 	4.5	4.484	 Sell	Done
2541	0x15c1	GBPUSD 	1.37	1.336	Buy	New
2542	0x15c1	GBPUSD 	1.37	1.336	Buy	In_process
2543	0x15c1	GBPUSD 	1.37	1.336	Buy	 PartialFill
2544	0x15c1	GBPUSD 	1.37	1.336	Buy	Done
2545	0x912	USDCHF 	0.9	0.857	Buy	New
2546	0x912	USDCHF 	0.9	0.857	Buy	In_process
2547	0x912	USDCHF 	0.9	0.857	Buy	 Cansel
2548	0x912	USDCHF 	0.9	0.857	Buy	Done
2549	0x113f	EURUSD 	1.2	1.173	Buy	New
2550	0x113f	EURUSD 	1.2	1.173	Buy	In_process
2551	0x113f	EURUSD 	1.2	1.173	Buy	 Cansel
2552	0x113f	EURUSD 	1.2	1.173	Buy	Done
2553	0x5da	USDPLN 	3.7	3.694	 Sell	New
2554	0x5da	USDPLN 	3.7	3.694	 Sell	In_process
2555	0x5da	USDPLN 	3.7	3.694	 Sell	 PartialFill
2556	0x5da	USDPLN 	3.7	3.694	 Sell	Done
2557	0x849	USDPLN 	3.7	3.698	 Sell	New
2558	0x849	USDPLN 	3.7	3.698	 Sell	In_process
2559	0x849	USDPLN 	3.7	3.698	 Sell	 PartialFill
2560	0x849	USDPLN 	3.7	3.698	 Sell	Done
2561	0x536	USDPLN 	3.7	3.694	 Sell	New
2562	0x536	USDPLN 	3.7	3.694	 Sell	In_process
2563	0x536	USDPLN 	3.7	3.694	 Sell	Fill
2564	0x536	USDPLN 	3.7	3.694	 Sell	Done
2565	0xb92	USDPLN 	3.7	3.693	 Sell	New
2566	0xb92	USDPLN 	3.7	3.693	 Sell	In_process
2567	0xb92	USDPLN 	3.7	3.693	 Sell	 Cansel
2568	0xb92	USDPLN 	3.7	3.693	 Sell	Done
2569	0x1536	USDPLN 	3.7	3.693	 Sell	New
2570	0x1536	USDPLN 	3.7	3.693	 Sell	In_process
2571	0x1536	USDPLN 	3.7	3.693	 Sell	 PartialFill
2572	0x1536	USDPLN 	3.7	3.693	 Sell	Done
2573	0x16b5	GBRJPY 	143.61	144.340	 Sell	New
2574	0x16b5	GBRJPY 	143.61	144.340	 Sell	In_process
2575	0x16b5	GBRJPY 	143.61	144.340	 Sell	 Cansel
2576	0x16b5	GBRJPY 	143.61	144.340	 Sell	Done
2577	0xf2e	GBPUSD 	1.37	1.339	Buy	New
2578	0xf2e	GBPUSD 	1.37	1.339	Buy	In_process
2579	0xf2e	GBPUSD 	1.37	1.339	Buy	 Cansel
2580	0xf2e	GBPUSD 	1.37	1.339	Buy	Done
2581	0x63	EURJPY 	126.39	127.080	 Sell	New
2582	0x63	EURJPY 	126.39	127.080	 Sell	In_process
2583	0x63	EURJPY 	126.39	127.080	 Sell	 PartialFill
2584	0x63	EURJPY 	126.39	127.080	 Sell	Done
2585	0x1646	USDPLN 	3.7	3.691	 Sell	New
2586	0x1646	USDPLN 	3.7	3.691	 Sell	In_process
2587	0x1646	USDPLN 	3.7	3.691	 Sell	 PartialFill
2588	0x1646	USDPLN 	3.7	3.691	 Sell	Done
2589	0x10ae	EURJPY 	126.39	127.040	 Sell	New
2590	0x10ae	EURJPY 	126.39	127.040	 Sell	In_process
2591	0x10ae	EURJPY 	126.39	127.040	 Sell	 Cansel
2592	0x10ae	EURJPY 	126.39	127.040	 Sell	Done
2593	0x1101	USDPLN 	3.7	3.693	 Sell	New
2594	0x1101	USDPLN 	3.7	3.693	 Sell	In_process
2595	0x1101	USDPLN 	3.7	3.693	 Sell	Fill
2596	0x1101	USDPLN 	3.7	3.693	 Sell	Done
2597	0x3e9	USDCHF 	0.9	0.858	Buy	New
2598	0x3e9	USDCHF 	0.9	0.858	Buy	In_process
2599	0x3e9	USDCHF 	0.9	0.858	Buy	 PartialFill
2600	0x3e9	USDCHF 	0.9	0.858	Buy	Done
2601	0x1012	USDCHF 	0.9	0.858	Buy	New
2602	0x1012	USDCHF 	0.9	0.858	Buy	In_process
2603	0x1012	USDCHF 	0.9	0.858	Buy	Fill
2604	0x1012	USDCHF 	0.9	0.858	Buy	Done
2605	0x179a	AUDUSD 	0.76	0.848	Buy	New
2606	0x179a	AUDUSD 	0.76	0.848	Buy	In_process
2607	0x179a	AUDUSD 	0.76	0.848	Buy	Fill
2608	0x179a	AUDUSD 	0.76	0.848	Buy	Done
2609	0xf14	USDJPY 	105.02	105.020	Buy	New
2610	0xf14	USDJPY 	105.02	105.020	Buy	In_process
2611	0xf14	USDJPY 	105.02	105.020	Buy	 Cansel
2612	0xf14	USDJPY 	105.02	105.020	Buy	Done
2613	0xd5a	EURUSD 	1.2	1.181	 Sell	New
2614	0xd5a	EURUSD 	1.2	1.181	 Sell	In_process
2615	0xd5a	EURUSD 	1.2	1.181	 Sell	 Cansel
2616	0xd5a	EURUSD 	1.2	1.181	 Sell	Done
2617	0x142e	EURCHF 	1.08	1.139	 Sell	New
2618	0x142e	EURCHF 	1.08	1.139	 Sell	In_process
2619	0x142e	EURCHF 	1.08	1.139	 Sell	Fill
2620	0x142e	EURCHF 	1.08	1.139	 Sell	Done
2621	0x851	AUDUSD 	0.76	0.849	Buy	New
2622	0x851	AUDUSD 	0.76	0.849	Buy	In_process
2623	0x851	AUDUSD 	0.76	0.849	Buy	 Cansel
2624	0x851	AUDUSD 	0.76	0.849	Buy	Done
2625	0x886	USDPLN 	3.7	3.697	 Sell	New
2626	0x886	USDPLN 	3.7	3.697	 Sell	In_process
2627	0x886	USDPLN 	3.7	3.697	 Sell	 Cansel
2628	0x886	USDPLN 	3.7	3.697	 Sell	Done
2629	0x6bd	GBRJPY 	143.61	144.400	Buy	New
2630	0x6bd	GBRJPY 	143.61	144.400	Buy	In_process
2631	0x6bd	GBRJPY 	143.61	144.400	Buy	 Cansel
2632	0x6bd	GBRJPY 	143.61	144.400	Buy	Done
2633	0x75b	EURCHF 	1.08	1.135	 Sell	New
2634	0x75b	EURCHF 	1.08	1.135	 Sell	In_process
2635	0x75b	EURCHF 	1.08	1.135	 Sell	 Cansel
2636	0x75b	EURCHF 	1.08	1.135	 Sell	Done
2637	0x196	USDCAD 	0.78	0.875	Buy	New
2638	0x196	USDCAD 	0.78	0.875	Buy	In_process
2639	0x196	USDCAD 	0.78	0.875	Buy	 PartialFill
2640	0x196	USDCAD 	0.78	0.875	Buy	Done
2641	0x702	EURCHF 	1.08	1.138	 Sell	New
2642	0x702	EURCHF 	1.08	1.138	 Sell	In_process
2643	0x702	EURCHF 	1.08	1.138	 Sell	Fill
2644	0x702	EURCHF 	1.08	1.138	 Sell	Done
2645	0xc32	EURPLN 	4.5	4.482	 Sell	New
2646	0xc32	EURPLN 	4.5	4.482	 Sell	In_process
2647	0xc32	EURPLN 	4.5	4.482	 Sell	 PartialFill
2648	0xc32	EURPLN 	4.5	4.482	 Sell	Done
2649	0x1045	USDJPY 	105.02	105.540	 Sell	New
2650	0x1045	USDJPY 	105.02	105.540	 Sell	In_process
2651	0x1045	USDJPY 	105.02	105.540	 Sell	 PartialFill
2652	0x1045	USDJPY 	105.02	105.540	 Sell	Done
2653	0x14fd	EURUSD 	1.2	1.175	 Sell	New
2654	0x14fd	EURUSD 	1.2	1.175	 Sell	In_process
2655	0x14fd	EURUSD 	1.2	1.175	 Sell	 Cansel
2656	0x14fd	EURUSD 	1.2	1.175	 Sell	Done
2657	0x16d6	USDPLN 	3.7	3.696	 Sell	New
2658	0x16d6	USDPLN 	3.7	3.696	 Sell	In_process
2659	0x16d6	USDPLN 	3.7	3.696	 Sell	 PartialFill
2660	0x16d6	USDPLN 	3.7	3.696	 Sell	Done
2661	0x51d	EURPLN 	4.5	4.500	 Sell	New
2662	0x51d	EURPLN 	4.5	4.500	 Sell	In_process
2663	0x51d	EURPLN 	4.5	4.500	 Sell	 Cansel
2664	0x51d	EURPLN 	4.5	4.500	 Sell	Done
2665	0x138	AUDUSD 	0.76	0.848	Buy	New
2666	0x138	AUDUSD 	0.76	0.848	Buy	In_process
2667	0x138	AUDUSD 	0.76	0.848	Buy	 PartialFill
2668	0x138	AUDUSD 	0.76	0.848	Buy	Done
2669	0xf8c	EURJPY 	126.39	127.050	 Sell	New
2670	0xf8c	EURJPY 	126.39	127.050	 Sell	In_process
2671	0xf8c	EURJPY 	126.39	127.050	 Sell	Fill
2672	0xf8c	EURJPY 	126.39	127.050	 Sell	Done
2673	0xf94	USDCAD 	0.78	0.878	Buy	New
2674	0xf94	USDCAD 	0.78	0.878	Buy	In_process
2675	0xf94	USDCAD 	0.78	0.878	Buy	Fill
2676	0xf94	USDCAD 	0.78	0.878	Buy	Done
2677	0x12e4	EURCHF 	1.08	1.080	 Sell	New
2678	0x12e4	EURCHF 	1.08	1.080	 Sell	In_process
2679	0x12e4	EURCHF 	1.08	1.080	 Sell	 Cansel
2680	0x12e4	EURCHF 	1.08	1.080	 Sell	Done
2681	0xe0f	USDCAD 	0.78	0.872	Buy	New
2682	0xe0f	USDCAD 	0.78	0.872	Buy	In_process
2683	0xe0f	USDCAD 	0.78	0.872	Buy	 Cansel
2684	0xe0f	USDCAD 	0.78	0.872	Buy	Done
2685	0x34	USDPLN 	3.7	3.691	 Sell	New
2686	0x34	USDPLN 	3.7	3.691	 Sell	In_process
2687	0x34	USDPLN 	3.7	3.691	 Sell	Fill
2688	0x34	USDPLN 	3.7	3.691	 Sell	Done
2689	0x2d0	USDPLN 	3.7	3.691	 Sell	New
2690	0x2d0	USDPLN 	3.7	3.691	 Sell	In_process
2691	0x2d0	USDPLN 	3.7	3.691	 Sell	 PartialFill
2692	0x2d0	USDPLN 	3.7	3.691	 Sell	Done
2693	0x125f	EURPLN 	4.5	4.483	 Sell	New
2694	0x125f	EURPLN 	4.5	4.483	 Sell	In_process
2695	0x125f	EURPLN 	4.5	4.483	 Sell	 PartialFill
2696	0x125f	EURPLN 	4.5	4.483	 Sell	Done
2697	0x673	GBPUSD 	1.37	1.342	Buy	New
2698	0x673	GBPUSD 	1.37	1.342	Buy	In_process
2699	0x673	GBPUSD 	1.37	1.342	Buy	 PartialFill
2700	0x673	GBPUSD 	1.37	1.342	Buy	Done
2701	0x72	EURPLN 	4.5	4.489	 Sell	New
2702	0x72	EURPLN 	4.5	4.489	 Sell	In_process
2703	0x72	EURPLN 	4.5	4.489	 Sell	 PartialFill
2704	0x72	EURPLN 	4.5	4.489	 Sell	Done
2705	0x4c1	EURCHF 	1.08	1.137	 Sell	New
2706	0x4c1	EURCHF 	1.08	1.137	 Sell	In_process
2707	0x4c1	EURCHF 	1.08	1.137	 Sell	 Cansel
2708	0x4c1	EURCHF 	1.08	1.137	 Sell	Done
2709	0xa96	USDJPY 	105.02	105.570	 Sell	New
2710	0xa96	USDJPY 	105.02	105.570	 Sell	In_process
2711	0xa96	USDJPY 	105.02	105.570	 Sell	Fill
2712	0xa96	USDJPY 	105.02	105.570	 Sell	Done
2713	0xbca	GBPUSD 	1.37	1.338	Buy	New
2714	0xbca	GBPUSD 	1.37	1.338	Buy	In_process
2715	0xbca	GBPUSD 	1.37	1.338	Buy	 Cansel
2716	0xbca	GBPUSD 	1.37	1.338	Buy	Done
2717	0x14ab	EURUSD 	1.2	1.181	 Sell	New
2718	0x14ab	EURUSD 	1.2	1.181	 Sell	In_process
2719	0x14ab	EURUSD 	1.2	1.181	 Sell	 PartialFill
2720	0x14ab	EURUSD 	1.2	1.181	 Sell	Done
2721	0xc9d	AUDUSD 	0.76	0.843	Buy	New
2722	0xc9d	AUDUSD 	0.76	0.843	Buy	In_process
2723	0xc9d	AUDUSD 	0.76	0.843	Buy	 Cansel
2724	0xc9d	AUDUSD 	0.76	0.843	Buy	Done
2725	0xd1d	USDCHF 	0.9	0.900	Buy	New
2726	0xd1d	USDCHF 	0.9	0.900	Buy	In_process
2727	0xd1d	USDCHF 	0.9	0.900	Buy	 PartialFill
2728	0xd1d	USDCHF 	0.9	0.900	Buy	Done
2729	0x12a7	USDCAD 	0.78	0.872	Buy	New
2730	0x12a7	USDCAD 	0.78	0.872	Buy	In_process
2731	0x12a7	USDCAD 	0.78	0.872	Buy	Fill
2732	0x12a7	USDCAD 	0.78	0.872	Buy	Done
2733	0xc88	EURJPY 	126.39	127.050	 Sell	New
2734	0xc88	EURJPY 	126.39	127.050	 Sell	In_process
2735	0xc88	EURJPY 	126.39	127.050	 Sell	Fill
2736	0xc88	EURJPY 	126.39	127.050	 Sell	Done
2737	0x46b	USDPLN 	3.7	3.699	 Sell	New
2738	0x46b	USDPLN 	3.7	3.699	 Sell	In_process
2739	0x46b	USDPLN 	3.7	3.699	 Sell	 Cansel
2740	0x46b	USDPLN 	3.7	3.699	 Sell	Done
2741	0x1670	USDJPY 	105.02	105.020	Buy	New
2742	0x1670	USDJPY 	105.02	105.020	Buy	In_process
2743	0x1670	USDJPY 	105.02	105.020	Buy	Fill
2744	0x1670	USDJPY 	105.02	105.020	Buy	Done
2745	0xa57	GBPUSD 	1.37	1.334	Buy	New
2746	0xa57	GBPUSD 	1.37	1.334	Buy	In_process
2747	0xa57	GBPUSD 	1.37	1.334	Buy	 Cansel
2748	0xa57	GBPUSD 	1.37	1.334	Buy	Done
2749	0x96f	USDCHF 	0.9	0.858	Buy	New
2750	0x96f	USDCHF 	0.9	0.858	Buy	In_process
2751	0x96f	USDCHF 	0.9	0.858	Buy	 Cansel
2752	0x96f	USDCHF 	0.9	0.858	Buy	Done
2753	0x84b	EURPLN 	4.5	4.489	 Sell	New
2754	0x84b	EURPLN 	4.5	4.489	 Sell	In_process
2755	0x84b	EURPLN 	4.5	4.489	 Sell	 Cansel
2756	0x84b	EURPLN 	4.5	4.489	 Sell	Done
2757	0x60a	USDCAD 	0.78	0.780	Buy	New
2758	0x60a	USDCAD 	0.78	0.780	Buy	In_process
2759	0x60a	USDCAD 	0.78	0.780	Buy	 PartialFill
2760	0x60a	USDCAD 	0.78	0.780	Buy	Done
2761	0x46e	EURUSD 	1.2	1.173	Buy	New
2762	0x46e	EURUSD 	1.2	1.173	Buy	In_process
2763	0x46e	EURUSD 	1.2	1.173	Buy	Fill
2764	0x46e	EURUSD 	1.2	1.173	Buy	Done
2765	0x17ae	AUDUSD 	0.76	0.843	Buy	New
2766	0x17ae	AUDUSD 	0.76	0.843	Buy	In_process
2767	0x17ae	AUDUSD 	0.76	0.843	Buy	 Cansel
2768	0x17ae	AUDUSD 	0.76	0.843	Buy	Done
2769	0x175c	USDCAD 	0.78	0.879	Buy	New
2770	0x175c	USDCAD 	0.78	0.879	Buy	In_process
2771	0x175c	USDCAD 	0.78	0.879	Buy	Fill
2772	0x175c	USDCAD 	0.78	0.879	Buy	Done
2773	0xd23	USDPLN 	3.7	3.694	 Sell	New
2774	0xd23	USDPLN 	3.7	3.694	 Sell	In_process
2775	0xd23	USDPLN 	3.7	3.694	 Sell	 Cansel
2776	0xd23	USDPLN 	3.7	3.694	 Sell	Done
2777	0x1523	GBRJPY 	143.61	144.390	Buy	New
2778	0x1523	GBRJPY 	143.61	144.390	Buy	In_process
2779	0x1523	GBRJPY 	143.61	144.390	Buy	 Cansel
2780	0x1523	GBRJPY 	143.61	144.390	Buy	Done
2781	0xed7	USDCHF 	0.9	0.857	Buy	New
2782	0xed7	USDCHF 	0.9	0.857	Buy	In_process
2783	0xed7	USDCHF 	0.9	0.857	Buy	 Cansel
2784	0xed7	USDCHF 	0.9	0.857	Buy	Done
2785	0xbd3	GBPUSD 	1.37	1.337	Buy	New
2786	0xbd3	GBPUSD 	1.37	1.337	Buy	In_process
2787	0xbd3	GBPUSD 	1.37	1.337	Buy	 PartialFill
2788	0xbd3	GBPUSD 	1.37	1.337	Buy	Done
2789	0xaa	GBRJPY 	143.61	144.390	Buy	New
2790	0xaa	GBRJPY 	143.61	144.390	Buy	In_process
2791	0xaa	GBRJPY 	143.61	144.390	Buy	 Cansel
2792	0xaa	GBRJPY 	143.61	144.390	Buy	Done
2793	0x436	USDJPY 	105.02	105.020	Buy	New
2794	0x436	USDJPY 	105.02	105.020	Buy	In_process
2795	0x436	USDJPY 	105.02	105.020	Buy	 PartialFill
2796	0x436	USDJPY 	105.02	105.020	Buy	Done
2797	0x7e	GBPUSD 	1.37	1.336	Buy	New
2798	0x7e	GBPUSD 	1.37	1.336	Buy	In_process
2799	0x7e	GBPUSD 	1.37	1.336	Buy	 PartialFill
2800	0x7e	GBPUSD 	1.37	1.336	Buy	Done
2801	0x9b9	GBPUSD 	1.37	1.342	Buy	New
2802	0x9b9	GBPUSD 	1.37	1.342	Buy	In_process
2803	0x9b9	GBPUSD 	1.37	1.342	Buy	 Cansel
2804	0x9b9	GBPUSD 	1.37	1.342	Buy	Done
2805	0xf34	GBPUSD 	1.37	1.341	Buy	New
2806	0xf34	GBPUSD 	1.37	1.341	Buy	In_process
2807	0xf34	GBPUSD 	1.37	1.341	Buy	 Cansel
2808	0xf34	GBPUSD 	1.37	1.341	Buy	Done
2809	0x2df	EURJPY 	126.39	127.110	 Sell	New
2810	0x2df	EURJPY 	126.39	127.110	 Sell	In_process
2811	0x2df	EURJPY 	126.39	127.110	 Sell	 Cansel
2812	0x2df	EURJPY 	126.39	127.110	 Sell	Done
2813	0xda	USDJPY 	105.02	105.020	Buy	New
2814	0xda	USDJPY 	105.02	105.020	Buy	In_process
2815	0xda	USDJPY 	105.02	105.020	Buy	 PartialFill
2816	0xda	USDJPY 	105.02	105.020	Buy	Done
2817	0x5b	EURJPY 	126.39	127.030	 Sell	New
2818	0x5b	EURJPY 	126.39	127.030	 Sell	In_process
2819	0x5b	EURJPY 	126.39	127.030	 Sell	Fill
2820	0x5b	EURJPY 	126.39	127.030	 Sell	Done
2821	0x12f6	USDJPY 	105.02	105.020	Buy	New
2822	0x12f6	USDJPY 	105.02	105.020	Buy	In_process
2823	0x12f6	USDJPY 	105.02	105.020	Buy	Fill
2824	0x12f6	USDJPY 	105.02	105.020	Buy	Done
2825	0x1583	EURUSD 	1.2	1.181	 Sell	New
2826	0x1583	EURUSD 	1.2	1.181	 Sell	In_process
2827	0x1583	EURUSD 	1.2	1.181	 Sell	 PartialFill
2828	0x1583	EURUSD 	1.2	1.181	 Sell	Done
2829	0x721	EURPLN 	4.5	4.482	 Sell	New
2830	0x721	EURPLN 	4.5	4.482	 Sell	In_process
2831	0x721	EURPLN 	4.5	4.482	 Sell	 PartialFill
2832	0x721	EURPLN 	4.5	4.482	 Sell	Done
2833	0x14d	USDJPY 	105.02	105.550	 Sell	New
2834	0x14d	USDJPY 	105.02	105.550	 Sell	In_process
2835	0x14d	USDJPY 	105.02	105.550	 Sell	 PartialFill
2836	0x14d	USDJPY 	105.02	105.550	 Sell	Done
2837	0x83	EURCHF 	1.08	1.143	 Sell	New
2838	0x83	EURCHF 	1.08	1.143	 Sell	In_process
2839	0x83	EURCHF 	1.08	1.143	 Sell	 Cansel
2840	0x83	EURCHF 	1.08	1.143	 Sell	Done
2841	0xbcb	GBPUSD 	1.37	1.339	Buy	New
2842	0xbcb	GBPUSD 	1.37	1.339	Buy	In_process
2843	0xbcb	GBPUSD 	1.37	1.339	Buy	Fill
2844	0xbcb	GBPUSD 	1.37	1.339	Buy	Done
2845	0x1515	GBPUSD 	1.37	1.338	Buy	New
2846	0x1515	GBPUSD 	1.37	1.338	Buy	In_process
2847	0x1515	GBPUSD 	1.37	1.338	Buy	 PartialFill
2848	0x1515	GBPUSD 	1.37	1.338	Buy	Done
2849	0x90b	USDCAD 	0.78	0.877	Buy	New
2850	0x90b	USDCAD 	0.78	0.877	Buy	In_process
2851	0x90b	USDCAD 	0.78	0.877	Buy	 Cansel
2852	0x90b	USDCAD 	0.78	0.877	Buy	Done
2853	0xe59	AUDUSD 	0.76	0.843	Buy	New
2854	0xe59	AUDUSD 	0.76	0.843	Buy	In_process
2855	0xe59	AUDUSD 	0.76	0.843	Buy	 Cansel
2856	0xe59	AUDUSD 	0.76	0.843	Buy	Done
2857	0x71d	GBPUSD 	1.37	1.333	Buy	New
2858	0x71d	GBPUSD 	1.37	1.333	Buy	In_process
2859	0x71d	GBPUSD 	1.37	1.333	Buy	 PartialFill
2860	0x71d	GBPUSD 	1.37	1.333	Buy	Done
2861	0x1760	EURJPY 	126.39	126.390	 Sell	New
2862	0x1760	EURJPY 	126.39	126.390	 Sell	In_process
2863	0x1760	EURJPY 	126.39	126.390	 Sell	 Cansel
2864	0x1760	EURJPY 	126.39	126.390	 Sell	Done
2865	0xecb	USDCAD 	0.78	0.874	Buy	New
2866	0xecb	USDCAD 	0.78	0.874	Buy	In_process
2867	0xecb	USDCAD 	0.78	0.874	Buy	Fill
