Serial number of record,ID,Instrument,Prize,Px_fill,Side,Volume init,Volume fill,Date,Status,Note,Tag
5449,0x169e,EURCHF ,1.08,1.136,Buy,953000,0,2021-02-02 00:09:18.556,New, Soil  Oil diamond Ore, tag7 tag5 tag1 tag8
5151,0xf,EURUSD ,1.2,1.178,Buy,3000,0,2021-02-02 00:09:18.740, Cansel, diamond Ore Soil Bercut, tag6 tag7 tag4
3030,0x28a,GBPUSD ,1.37,1.339, Sell,107000,0,2021-02-02 00:09:19.340,In_process, Ore Soil  Butter Oil, tag9 tag8 tag4
1186,0x36a,GBPUSD ,1.37,1.339, Sell,144000,0,2021-02-02 00:09:19.452,In_process, Ore Soil  Butter Oil, tag9 tag8 tag4 tag1
5649,0xb95,EURCHF ,1.08,1.136, Sell,488000,0,2021-02-02 00:09:19.721,New, Soil  Oil diamond Ore, tag8 tag7 tag5 tag5
6668,0x221,GBPUSD ,1.37,1.339, Sell,90000,0,2021-02-02 00:09:19.784,In_process, Ore Soil  Butter Oil, tag9 tag8 tag4
2137,0x6c3,EURCHF ,1.08,1.136, Sell,285000,0,2021-02-02 00:09:20.043,New, Soil  Oil diamond Ore, tag9 tag1 tag6
1574,0x1690,EURUSD ,1.2,1.178, Sell,950000,950000,2021-02-02 00:09:20.265,Fill, diamond Ore Soil Bercut, tag7 tag1 tag9 tag7
5233,0xd05,EURCHF ,1.08,1.136,Buy,549000,0,2021-02-02 00:09:20.457,New, Soil  Oil diamond Ore, tag9 tag2 tag9
3633,0x1633,EURCHF ,1.08,1.137,Buy,935000,0,2021-02-02 00:09:21.126,New, Soil  Oil diamond Ore, tag3 tag8 tag1
6153,0x14cb,EURCHF ,1.08,1.137,Buy,876000,0,2021-02-02 00:09:21.417,New, Soil  Oil diamond Ore, tag3 tag8 tag2
3889,0x366,EURCHF ,1.08,1.137, Sell,144000,0,2021-02-02 00:09:21.428,New, Soil  Oil diamond Ore, tag3 tag8 tag1
324,0x68b,EURPLN ,4.5,4.483, Sell,276000,0,2021-02-02 00:09:22.370,Done, Oil diamond silver Soil , tag8 tag9 tag9 tag1
2017,0x13e3,EURCHF ,1.08,1.137, Sell,838000,0,2021-02-02 00:09:22.500,New, Soil  Oil diamond Ore, tag1 tag5 tag2 tag8
2757,0x60a,EURCHF ,1.08,1.137,Buy,255000,0,2021-02-02 00:09:22.801,New, Soil  Oil diamond Ore, tag1 tag5 tag2 tag9
6161,0x1184,EURCHF ,1.08,1.137,Buy,738000,0,2021-02-02 00:09:22.931,New, Soil  Oil diamond Ore, tag1 tag5 tag2
723,0x342,EURPLN ,4.5,4.483, Sell,138000,0,2021-02-02 00:09:23.321,Done, Oil diamond silver Soil , tag8 tag2
37,0x13b,GBPUSD ,1.37,1.338, Sell,52000,0,2021-02-02 00:09:23.375,In_process, Ore Soil  Butter Oil, tag1 tag2 tag1 tag2
5783,0x1756,EURUSD ,1.2,1.178,Buy,983000,966000,2021-02-02 00:09:23.476, PartialFill, diamond Ore Soil Bercut, tag8 tag3 tag2 tag2
2193,0x1039,EURCHF ,1.08,1.137,Buy,683000,0,2021-02-02 00:09:23.880,New, Soil  Oil diamond Ore, tag2 tag8 tag9 tag3
2405,0x14de,EURCHF ,1.08,1.137,Buy,879000,0,2021-02-02 00:09:24.260,New, Soil  Oil diamond Ore, tag3 tag3 tag1
631,0x1305,GBPUSD ,1.37,1.338,Buy,801000,0,2021-02-02 00:09:24.737,In_process, Ore Soil  Butter Oil, tag1 tag3 tag3 tag6
401,0x9fe,EURUSD ,1.2,1.178, Sell,421000,421000,2021-02-02 00:09:25.289,Fill, diamond Ore Soil Bercut, tag8 tag4 tag4 tag5
5821,0x1f8,EURCHF ,1.08,1.137,Buy,83000,0,2021-02-02 00:09:25.481,New, Soil  Oil diamond Ore, tag4 tag3 tag5
6812,0xf3b,GBPUSD ,1.37,1.338,Buy,642000,0,2021-02-02 00:09:25.911,In_process, Ore Soil  Butter Oil, tag2 tag4 tag5 tag9
6139,0x7d6,EURUSD ,1.2,1.178, Sell,330000,330000,2021-02-02 00:09:26.036,Fill, diamond Ore Soil Bercut, tag9 tag5 tag5 tag7
4340,0x998,EURPLN ,4.5,4.483, Sell,404000,404000,2021-02-02 00:09:26.177,Done, Oil diamond silver Soil , tag9 tag1 tag2 tag5
6424,0x14b8,EURPLN ,4.5,4.483, Sell,873000,0,2021-02-02 00:09:26.607,Done, Oil diamond silver Soil , tag9 tag1 tag2 tag5
1828,0x10a1,EURPLN ,4.5,4.483, Sell,701000,701000,2021-02-02 00:09:26.638,Done, Oil diamond silver Soil , tag9 tag1 tag2 tag5
5169,0x6f4,EURCHF ,1.08,1.137,Buy,293000,0,2021-02-02 00:09:26.756,New, Soil  Oil diamond Ore, tag5 tag5 tag4 tag3
5610,0x116c,GBPUSD ,1.37,1.338, Sell,734000,0,2021-02-02 00:09:27.090,In_process, Ore Soil  Butter Oil, tag3 tag6 tag9 tag6
3593,0x1ac,EURCHF ,1.08,1.137, Sell,71000,0,2021-02-02 00:09:27.493,New, Soil  Oil diamond Ore, tag6 tag8 tag1 tag7
6371,0xe92,EURUSD ,1.2,1.178,Buy,614000,614000,2021-02-02 00:09:28.086,Fill, diamond Ore Soil  Butter, tag9 tag6 tag7
1747,0x258,GBPUSD ,1.37,1.338, Sell,99000,0,2021-02-02 00:09:28.115,In_process, Ore Soil  Goodbye Oil, tag3 tag7 tag7
3519,0x10aa,EURUSD ,1.2,1.178,Buy,702000,702000,2021-02-02 00:09:28.163,Fill, diamond Ore Soil  Butter, tag9 tag6 tag7
6574,0x21a,GBPUSD ,1.37,1.338,Buy,89000,0,2021-02-02 00:09:28.352,In_process, Ore Soil  Goodbye Oil, tag3 tag7 tag8
4670,0x178e,GBPUSD ,1.37,1.338,Buy,992000,0,2021-02-02 00:09:28.722,In_process, Ore Soil  Goodbye Oil, tag3 tag7 tag8
6873,0x91e,EURUSD ,1.2,1.178, Sell,384000,0,2021-02-02 00:09:28.794, Cansel, diamond Ore Soil  Butter, tag9 tag6 tag7
5845,0x174,EURCHF ,1.08,1.137,Buy,62000,0,2021-02-02 00:09:28.858,New, Soil  Oil diamond Ore, tag7 tag1 tag8 tag2
5153,0xb39,EURCHF ,1.08,1.137,Buy,473000,0,2021-02-02 00:09:28.868,New, Soil  Oil diamond Ore, tag7 tag1 tag8 tag2
4369,0x1617,EURCHF ,1.08,1.137, Sell,930000,0,2021-02-02 00:09:28.918,New, Soil  Oil diamond Ore, tag7 tag1 tag8 tag2
2206,0xe08,GBPUSD ,1.37,1.338, Sell,591000,0,2021-02-02 00:09:29.186,In_process, Ore Soil  Goodbye Oil, tag4 tag8 tag2 tag1
4158,0x47,GBPUSD ,1.37,1.338, Sell,12000,0,2021-02-02 00:09:29.205,In_process, Ore Soil  Goodbye Oil, tag4 tag8 tag2 tag1
6914,0xa6,GBPUSD ,1.37,1.338, Sell,28000,0,2021-02-02 00:09:29.231,In_process, Ore Soil  Goodbye Oil, tag4 tag8 tag2 tag1
4293,0x481,EURCHF ,1.08,1.137, Sell,190000,0,2021-02-02 00:09:30.061,New, Soil  Oil diamond Ore, tag9 tag6 tag9 tag4
6553,0x31e,EURCHF ,1.08,1.137, Sell,132000,0,2021-02-02 00:09:30.164,New, Soil  Oil diamond Ore, tag9 tag6 tag9 tag4
6035,0x5cb,EURUSD ,1.2,1.178, Sell,244000,244000,2021-02-02 00:09:30.283,Fill, diamond Ore Soil  Butter, tag7 tag9 tag3
6733,0x14bf,EURCHF ,1.08,1.137,Buy,874000,0,2021-02-02 00:09:30.859,New, Soil  Oil diamond Ore, tag9 tag7 tag1 tag8
2845,0x1515,EURCHF ,1.08,1.137,Buy,888000,0,2021-02-02 00:09:30.905,New, Soil  Oil diamond Ore, tag9 tag6 tag8 tag2
4232,0x401,EURPLN ,4.5,4.483, Sell,169000,169000,2021-02-02 00:09:31.064,Done, Oil diamond silver Soil , tag3 tag5
5939,0x808,EURUSD ,1.2,1.178,Buy,339000,115000,2021-02-02 00:09:31.385, PartialFill, diamond Ore Soil  Butter, tag8 tag4
2785,0xbd3,EURCHF ,1.08,1.138,Buy,498000,0,2021-02-02 00:09:31.410,New, Soil  Oil diamond Ore, tag9 tag6 tag8
2433,0x167e,EURCHF ,1.08,1.137,Buy,947000,0,2021-02-02 00:09:31.433,New, Soil  Oil diamond Ore, tag9 tag5 tag5
6790,0x1f2,EURCHF ,1.08,1.138,Buy,82000,0,2021-02-02 00:09:31.455,New, Soil  Oil diamond Ore, tag9 tag6 tag9
5981,0x4a,EURCHF ,1.08,1.138,Buy,13000,0,2021-02-02 00:09:32.318,New, Soil  Oil diamond Ore, tag1 tag2 tag1 tag8
3402,0x3dd,GBPUSD ,1.37,1.338, Sell,163000,0,2021-02-02 00:09:32.368,In_process, Ore Soil  Goodbye Oil, tag5 tag1 tag7 tag9
5605,0x69c,EURCHF ,1.08,1.138,Buy,279000,0,2021-02-02 00:09:33.607,New, Soil  Oil diamond Ore, tag2 tag4 tag6 tag9
6067,0x1718,EURUSD ,1.2,1.177, Sell,973000,0,2021-02-02 00:09:33.797, Cansel, diamond Ore Soil  Butter, tag1 tag9 tag2 tag7
2189,0xe6f,EURCHF ,1.08,1.138,Buy,608000,0,2021-02-02 00:09:34.378,New, Soil  Oil diamond Ore, tag3 tag7 tag3 tag3
3953,0x47c,EURCHF ,1.08,1.138,Buy,189000,0,2021-02-02 00:09:34.383,New, Soil  Oil diamond Ore, tag3 tag7 tag2
5737,0x885,EURCHF ,1.08,1.138, Sell,359000,0,2021-02-02 00:09:34.421,New, Soil  Oil diamond Ore, tag3 tag7 tag3 tag2
6057,0x1f0,EURCHF ,1.08,1.138, Sell,82000,0,2021-02-02 00:09:34.593,New, Soil  Oil diamond Ore, tag3 tag6 tag6
6071,0x8b6,EURUSD ,1.2,1.177, Sell,367000,367000,2021-02-02 00:09:35.268,Fill, diamond Ore Soil  Butter, tag1 tag4 tag1
4509,0x1603,EURCHF ,1.08,1.138, Sell,927000,0,2021-02-02 00:09:35.579,New, Soil  Oil diamond Ore, tag4 tag9 tag7
1703,0x8e8,EURUSD ,1.2,1.177,Buy,375000,141000,2021-02-02 00:09:35.631, PartialFill, diamond Ore Soil  Butter, tag1 tag4 tag1
2479,0x156e,EURUSD ,1.2,1.177,Buy,903000,0,2021-02-02 00:09:35.696, Cansel, diamond Ore Soil  Butter, tag1 tag4 tag1
5301,0x1558,EURCHF ,1.08,1.138, Sell,899000,0,2021-02-02 00:09:36.329,New, Soil  Oil diamond Ore, tag5 tag3 tag6 tag9
5557,0x144c,EURCHF ,1.08,1.138, Sell,855000,0,2021-02-02 00:09:36.525,New, Soil  Oil diamond Ore, tag5 tag2 tag4 tag5
6305,0x110f,EURCHF ,1.08,1.138,Buy,719000,0,2021-02-02 00:09:37.010,New, Soil  Oil diamond Ore, tag6 tag5 tag7
2061,0x13c3,EURCHF ,1.08,1.138, Sell,832000,0,2021-02-02 00:09:37.403,New, Soil  Oil diamond Ore, tag6 tag4 tag8 tag3
1466,0x625,EURUSD ,1.2,1.177, Sell,259000,67000,2021-02-02 00:09:37.434, PartialFill, diamond Ore Soil  Butter, tag2 tag1 tag6 tag4
3841,0x4f5,EURCHF ,1.08,1.138,Buy,209000,0,2021-02-02 00:09:37.487,New, Soil  Oil diamond Ore, tag6 tag5 tag1 tag9
201,0xf93,EURPLN ,4.5,4.482, Sell,656000,430000,2021-02-02 00:09:37.704,Done, Oil diamond silver Soil , tag1 tag5 tag9 tag6
2505,0x958,EURCHF ,1.08,1.138, Sell,394000,0,2021-02-02 00:09:38.342,New, Soil  Oil diamond Ore, tag7 tag7 tag5 tag7
6853,0x164a,EURCHF ,1.08,1.138, Sell,939000,0,2021-02-02 00:09:39.589,New, Soil  Oil diamond Ore, tag8 tag1 tag8
6269,0x41f,EURCHF ,1.08,1.138, Sell,174000,0,2021-02-02 00:09:39.774,New, Soil  Oil diamond Ore, tag8 tag1 tag9
4345,0x20a,EURCHF ,1.08,1.138,Buy,86000,0,2021-02-02 00:09:39.801,New, Soil  Oil diamond Ore, tag8 tag2 tag2
7060,0x21f,EURCHF ,1.08,1.138, Sell,90000,0,2021-02-02 00:09:39.835,New, Soil  Oil diamond Ore, tag8 tag1 tag9
3505,0xc2d,EURCHF ,1.08,1.138,Buy,513000,0,2021-02-02 00:09:40.231,New, Soil  Oil diamond Ore, tag9 tag3 tag9 tag6
1310,0xb06,EURUSD ,1.2,1.177, Sell,465000,465000,2021-02-02 00:09:40.325,Fill, diamond Ore Soil  Butter, tag3 tag3 tag9 tag8
2329,0x1275,EURCHF ,1.08,1.138,Buy,778000,0,2021-02-02 00:09:40.370,New, Soil  Oil diamond Ore, tag9 tag3 tag9 tag6
106,0xd42,GBPUSD ,1.37,1.338, Sell,559000,0,2021-02-02 00:09:40.396,In_process, Ore Soil  Goodbye Oil, tag9 tag9 tag2 tag4
6898,0x1500,EURCHF ,1.08,1.138, Sell,885000,0,2021-02-02 00:09:40.740,New, Soil  Oil diamond Ore, tag9 tag3 tag8 tag3
4661,0x159e,EURCHF ,1.08,1.138, Sell,911000,0,2021-02-02 00:09:41.482,New, Soil  Oil diamond Ore, tag5 tag3 tag4
2245,0x176d,EURCHF ,1.08,1.139,Buy,987000,0,2021-02-02 00:09:41.798,New, Soil  Oil diamond Ore, tag5 tag3 tag4
1320,0x87b,EURPLN ,4.5,4.482, Sell,358000,0,2021-02-02 00:09:42.238,Done, Oil diamond silver Soil , tag3 tag8 tag3 tag1
2661,0x51d,EURCHF ,1.08,1.139, Sell,216000,0,2021-02-02 00:09:42.763,New, Soil  Oil diamond Ore, tag1 tag8 tag9 tag6
5933,0x13f4,EURCHF ,1.08,1.139, Sell,840000,0,2021-02-02 00:09:43.598,New, Soil  Oil diamond Ore, tag2 tag1 tag6 tag1
1397,0x7a7,EURUSD ,1.2,1.177,Buy,323000,0,2021-02-02 00:09:43.801, Cansel, diamond Ore Soil  Butter, tag4 tag5 tag2 tag3
4410,0xd52,GBPUSD ,1.37,1.337, Sell,561000,0,2021-02-02 00:09:44.048,In_process, Ore Soil  Goodbye Oil, tag1 tag3 tag8
5974,0xe1d,GBPUSD ,1.37,1.337, Sell,595000,0,2021-02-02 00:09:44.061,In_process, Ore Soil  Goodbye Oil, tag1 tag3 tag9 tag6
328,0xdfd,GBPUSD ,1.37,1.337,Buy,589000,0,2021-02-02 00:09:44.129,In_process, Ore Soil  Goodbye Oil, tag1 tag3 tag9 tag6
5178,0x12cb,GBPUSD ,1.37,1.337, Sell,792000,0,2021-02-02 00:09:44.649,In_process, Ore Soil  Goodbye Oil, tag1 tag3 tag9 tag6
2290,0xad2,GBPUSD ,1.37,1.337,Buy,456000,0,2021-02-02 00:09:45.309,In_process, Ore Soil  Goodbye Oil, tag1 tag4 tag1
3204,0x16c,EURPLN ,4.5,4.482, Sell,60000,4000,2021-02-02 00:09:45.325,Done, Oil diamond silver Soil , tag3 tag9 tag5 tag4
4400,0xa10,EURPLN ,4.5,4.482,Buy,424000,180000,2021-02-02 00:09:45.330,Done, Oil diamond silver Soil , tag3 tag9 tag5 tag4
4748,0xf6b,EURPLN ,4.5,4.482, Sell,650000,650000,2021-02-02 00:09:45.424,Done, Oil diamond silver Soil , tag3 tag9 tag5 tag4
1834,0x2dd,GBPUSD ,1.37,1.337, Sell,121000,0,2021-02-02 00:09:45.631,In_process, Ore Soil  Goodbye Oil, tag1 tag4 tag1
2163,0xc0c,EURUSD ,1.2,1.177,Buy,508000,0,2021-02-02 00:09:45.759, Cansel, diamond Ore Soil  Butter, tag4 tag6 tag4 tag6
4205,0xb33,EURCHF ,1.08,1.139, Sell,472000,0,2021-02-02 00:09:45.822,New, Soil  Oil diamond Ore, tag4 tag6 tag7 tag2
210,0x16b3,EURPLN ,4.5,4.482,Buy,956000,0,2021-02-02 00:09:45.919,Done, Oil diamond silver Soil , tag3 tag9 tag5 tag4
4827,0x246,EURUSD ,1.2,1.177,Buy,96000,96000,2021-02-02 00:09:46.038,Fill, diamond Ore Soil  Butter, tag5 tag7 tag5 tag8
5282,0xd92,GBPUSD ,1.37,1.337,Buy,572000,0,2021-02-02 00:09:46.228,In_process, Ore Soil  Goodbye Oil, tag2 tag5 tag3 tag3
6492,0x87a,EURPLN ,4.5,4.482, Sell,357000,128000,2021-02-02 00:09:47.001,Done, Oil diamond silver Soil , tag4 tag6 tag6
2112,0x13f6,EURPLN ,4.5,4.482,Buy,841000,841000,2021-02-02 00:09:47.447,Done, Oil diamond silver Soil , tag4 tag6 tag6
5862,0x9e6,GBPUSD ,1.37,1.337,Buy,417000,0,2021-02-02 00:09:47.515,In_process, Ore Soil  Goodbye Oil, tag2 tag6 tag5 tag6
6822,0x8ff,EURUSD ,1.2,1.177, Sell,379000,144000,2021-02-02 00:09:47.605, PartialFill, diamond Ore Soil  Butter, tag5 tag7 tag6
5778,0xcef,GBPUSD ,1.37,1.337,Buy,545000,0,2021-02-02 00:09:48.197,In_process, Ore Soil  Goodbye Oil, tag3 tag7 tag7 tag9
3229,0xef1,EURCHF ,1.08,1.139, Sell,630000,0,2021-02-02 00:09:48.352,New, Soil  Oil diamond Ore, tag7 tag4 tag5 tag9
4781,0x176,EURCHF ,1.08,1.139, Sell,62000,0,2021-02-02 00:09:48.645,New, Soil  Oil diamond Ore, tag7 tag5 tag7 tag4
2519,0x1780,EURUSD ,1.2,1.177,Buy,990000,0,2021-02-02 00:09:48.703, Cansel, diamond Ore Soil  Butter, tag5 tag8 tag7 tag1
5645,0x1673,EURCHF ,1.08,1.139,Buy,946000,0,2021-02-02 00:09:49.170,New, Soil  Oil diamond Ore, tag8 tag6 tag9 tag8
7156,0xcac,EURCHF ,1.08,1.139,Buy,534000,0,2021-02-02 00:09:49.386,New, Soil  Oil diamond Ore, tag8 tag7 tag2 tag4
5786,0xaa7,GBPUSD ,1.37,1.337, Sell,449000,0,2021-02-02 00:09:49.767,In_process, Ore Soil  Goodbye Oil, tag3 tag8 tag9 tag3
965,0x1407,EURUSD ,1.2,1.177,Buy,844000,712000,2021-02-02 00:09:50.608, PartialFill, diamond Ore Soil  Butter, tag6 tag9 tag9 tag4
4117,0x1398,EURCHF ,1.08,1.139, Sell,825000,0,2021-02-02 00:09:51.353,New, Soil  Oil diamond Ore, tag2 tag2 tag4
1693,0x3e4,GBPUSD ,1.37,1.337,Buy,164000,0,2021-02-02 00:09:51.447,In_process, Ore Soil  Goodbye Oil, tag4 tag2 tag8
6542,0x1224,GBPUSD ,1.37,1.337,Buy,764000,0,2021-02-02 00:09:51.750,In_process, Ore Soil  Goodbye Oil, tag4 tag2 tag7
4638,0xe93,GBPUSD ,1.37,1.337,Buy,614000,0,2021-02-02 00:09:53.004,In_process, Ore Soil  Goodbye Oil, tag5 tag2 tag5 tag3
4297,0x7d1,EURCHF ,1.08,1.08,Buy,330000,0,2021-02-02 00:09:53.200,New, Soil  Oil diamond Ore, tag2 tag7 tag4 tag9
4082,0x7b6,GBPUSD ,1.37,1.337, Sell,325000,0,2021-02-02 00:09:53.449,In_process, Ore Soil  Goodbye Oil, tag5 tag2 tag6 tag5
3183,0x1323,EURUSD ,1.2,1.177,Buy,806000,650000,2021-02-02 00:09:53.535, PartialFill, diamond Ore Soil  Butter, tag7 tag1 tag2 tag9
3744,0x1576,EURPLN ,4.5,4.482,Buy,904000,817000,2021-02-02 00:09:53.835,Done, Oil diamond silver Soil , tag5 tag2 tag2
915,0x443,EURPLN ,4.5,4.482, Sell,180000,33000,2021-02-02 00:09:53.900,Done, Oil diamond silver Soil , tag5 tag2 tag2
5065,0x1236,EURCHF ,1.08,1.08,Buy,767000,0,2021-02-02 00:09:54.297,New, Soil  Oil diamond Ore, tag3 tag1 tag3 tag8
4469,0x15b3,EURCHF ,1.08,1.08,Buy,914000,0,2021-02-02 00:09:55.092,New, Soil  Oil diamond Ore, tag4 tag3 tag8 tag8
4853,0xb84,EURCHF ,1.08,1.08, Sell,485000,0,2021-02-02 00:09:55.788,New, Soil  Oil diamond Ore, tag4 tag3 tag7 tag5
307,0x951,GBPUSD ,1.37,1.337, Sell,393000,0,2021-02-02 00:09:55.810,In_process, Ore Soil  Goodbye Oil, tag6 tag4 tag2
6053,0x26f,EURCHF ,1.08,1.08,Buy,103000,0,2021-02-02 00:09:56.251,New, Soil  Oil diamond Ore, tag5 tag6 tag4
3759,0x136b,EURUSD ,1.2,1.177,Buy,818000,669000,2021-02-02 00:09:56.525, PartialFill, diamond Ore Soil  Butter, tag8 tag3 tag5 tag3
4877,0xdd0,EURCHF ,1.08,1.08, Sell,582000,0,2021-02-02 00:09:56.558,New, Soil  Oil diamond Ore, tag5 tag5 tag2 tag6
5563,0x14bd,EURUSD ,1.2,1.177,Buy,874000,763000,2021-02-02 00:09:56.611, PartialFill, diamond Ore Soil  Butter, tag8 tag3 tag5 tag3
2030,0x915,GBPUSD ,1.37,1.337, Sell,383000,0,2021-02-02 00:09:57.164,In_process, Ore Soil  Goodbye Oil, tag7 tag6 tag3 tag7
3830,0x9f6,GBPUSD ,1.37,1.337, Sell,420000,0,2021-02-02 00:09:57.195,In_process, Ore Soil  Goodbye Oil, tag7 tag6 tag3 tag7
1433,0x8bb,EURUSD ,1.2,1.177,Buy,368000,368000,2021-02-02 00:09:57.270,Fill, diamond Ore Soil  Butter, tag8 tag3 tag6 tag5
5926,0x1c9,GBPUSD ,1.37,1.337, Sell,76000,0,2021-02-02 00:09:57.354,In_process, Ore Soil  Goodbye Oil, tag7 tag6 tag3 tag6
1437,0x4f4,EURPLN ,4.5,4.482,Buy,209000,44000,2021-02-02 00:09:57.427,Done, Oil diamond silver Soil , tag6 tag4 tag3 tag6
2065,0xb79,EURCHF ,1.08,1.08, Sell,483000,0,2021-02-02 00:09:57.573,New, Soil  Oil diamond Ore, tag6 tag8 tag9 tag1
5702,0x145e,GBPUSD ,1.37,1.337, Sell,858000,0,2021-02-02 00:09:57.592,In_process, Ore Soil  Goodbye Oil, tag7 tag6 tag3 tag6
1052,0x4a5,EURUSD ,1.2,1.177,Buy,196000,39000,2021-02-02 00:09:57.655, PartialFill, diamond Ore Soil  Butter, tag8 tag3 tag6 tag5
2098,0x547,GBPUSD ,1.37,1.337,Buy,223000,0,2021-02-02 00:09:58.595,In_process, Ore Soil  Goodbye Oil, tag7 tag7 tag5
4125,0x1600,EURCHF ,1.08,1.08, Sell,927000,0,2021-02-02 00:09:59.935,New, Soil  Oil diamond Ore, tag8 tag4 tag2 tag7
4187,0x7f,EURUSD ,1.2,1.177,Buy,21000,21000,2021-02-02 00:10:00.060,Fill, diamond Ore Soil  Butter, tag9 tag5 tag9
512,0x991,EURUSD ,1.2,1.177, Sell,403000,403000,2021-02-02 00:10:00.129,Fill, diamond Ore Soil  Butter, tag9 tag5 tag9
1847,0x107e,EURUSD ,1.2,1.177, Sell,695000,483000,2021-02-02 00:10:00.657, PartialFill, diamond Ore Soil  Butter, tag9 tag5 tag9
5111,0xf46,EURUSD ,1.2,1.177, Sell,643000,0,2021-02-02 00:10:00.829, Cansel, diamond Ore Soil  Butter, tag9 tag5 tag9 tag9
3038,0x1311,GBPUSD ,1.37,1.337, Sell,803000,0,2021-02-02 00:10:02.108,In_process, OreWheat  Goodbye Oil, tag9 tag1 tag2 tag2
7175,0x1795,GBPUSD ,1.37,1.337, Sell,993000,0,2021-02-02 00:10:02.311,In_process, OreWheat  Goodbye Oil, tag9 tag1 tag2 tag2
592,0x415,GBPUSD ,1.37,1.337, Sell,172000,0,2021-02-02 00:10:02.347,In_process, OreWheat  Goodbye Oil, tag9 tag1 tag2 tag2
1866,0x10a6,GBPUSD ,1.37,1.337,Buy,701000,0,2021-02-02 00:10:02.851,In_process, OreWheat  Goodbye Oil, tag9 tag1 tag3 tag4
4053,0xb6b,EURCHF ,1.08,1.141, Sell,481000,0,2021-02-02 00:10:03.112,New,Wheat  Oil diamond silver, tag2 tag4 tag4 tag2
3251,0x6e5,EURUSD ,1.2,1.177,Buy,291000,0,2021-02-02 00:10:03.970, Cansel, diamond OreWheat  Butter, tag7 tag2 tag4
1705,0x1796,GBPUSD ,1.37,1.337, Sell,993000,0,2021-02-02 00:10:04.035,In_process, OreWheat  Goodbye Oil, tag3 tag6 tag8
2390,0x942,GBPUSD ,1.37,1.336, Sell,390000,0,2021-02-02 00:10:04.039,In_process, OreWheat  Goodbye Oil, tag3 tag6 tag9
6097,0x8b2,EURCHF ,1.08,1.141, Sell,367000,0,2021-02-02 00:10:04.384,New,Wheat  Oil diamond silver, tag3 tag7 tag1 tag6
1540,0x170a,GBPUSD ,1.37,1.337,Buy,970000,0,2021-02-02 00:10:04.575,In_process, OreWheat  Goodbye Oil, tag3 tag6 tag9
2385,0xccd,EURCHF ,1.08,1.141, Sell,539000,0,2021-02-02 00:10:04.931,New,Wheat  Oil diamond silver, tag3 tag7 tag1 tag7
2713,0xbca,EURCHF ,1.08,1.141,Buy,497000,0,2021-02-02 00:10:04.989,New,Wheat  Oil diamond silver, tag3 tag7 tag1 tag7
6703,0x146f,EURCHF ,1.08,1.141,Buy,861000,0,2021-02-02 00:10:06.153,New,Wheat  Oil diamond silver, tag5 tag3 tag5 tag5
520,0x16ab,GBPUSD ,1.37,1.336, Sell,955000,0,2021-02-02 00:10:06.380,In_process, OreWheat  Goodbye Oil, tag1 tag5 tag6
3081,0x1210,EURCHF ,1.08,1.141,Buy,761000,0,2021-02-02 00:10:06.801,New,Wheat  Oil diamond silver, tag5 tag2 tag3 tag2
2568,0xb92,EURPLN ,4.5,4.482, Sell,488000,488000,2021-02-02 00:10:06.826,Done, Oil diamond silverWheat , tag8 tag8 tag9 tag5
355,0x19d,GBPUSD ,1.37,1.336, Sell,68000,0,2021-02-02 00:10:08.161,In_process, OreWheat  Goodbye Oil, tag2 tag7 tag3 tag1
4201,0xd0b,EURCHF ,1.08,1.141,Buy,550000,0,2021-02-02 00:10:08.479,New,Wheat  Oil diamond silver, tag7 tag7 tag4 tag4
3257,0x128,EURCHF ,1.08,1.141, Sell,49000,0,2021-02-02 00:10:09.037,New,Wheat  Oil diamond silver, tag8 tag1 tag3 tag3
21,0x175e,EURPLN ,4.5,4.482,Buy,984000,0,2021-02-02 00:10:09.303,Done, Oil diamond silverWheat , tag9 tag9 tag1 tag8
6988,0x29a,EURCHF ,1.08,1.141, Sell,110000,0,2021-02-02 00:10:09.841,New,Wheat  Oil diamond silver, tag8 tag1 tag9
5082,0x914,GBPUSD ,1.37,1.336,Buy,383000,0,2021-02-02 00:10:09.880,In_process, OreWheat  Goodbye Oil, tag2 tag8 tag5 tag4
4949,0x118a,EURCHF ,1.08,1.141,Buy,739000,0,2021-02-02 00:10:09.903,New,Wheat  Oil diamond silver, tag8 tag1 tag3 tag3
1118,0x9d8,EURUSD ,1.2,1.176,Buy,415000,415000,2021-02-02 00:10:10.111,Fill, diamond silverWheat  Butter, tag2 tag1 tag9 tag5
6579,0xe34,EURUSD ,1.2,1.176, Sell,598000,598000,2021-02-02 00:10:10.300,Fill, diamond silverWheat  Butter, tag2 tag1 tag9 tag5
3785,0xd31,EURCHF ,1.08,1.141,Buy,556000,0,2021-02-02 00:10:10.585,New,Wheat  Oil diamond silver, tag9 tag3 tag7 tag1
3637,0x8d0,EURCHF ,1.08,1.141, Sell,371000,0,2021-02-02 00:10:10.753,New,Wheat  Oil diamond silver, tag9 tag3 tag7 tag1
93,0x2d9,EURPLN ,4.5,4.482,Buy,120000,120000,2021-02-02 00:10:11.821,Done, Oil Ore silverWheat , tag9 tag2
4753,0x120f,EURCHF ,1.08,1.142, Sell,761000,0,2021-02-02 00:10:12.060,New,Wheat  Oil diamond silver, tag1 tag9 tag1 tag1
